"DayTime","y","m","d","DailyMean_Temperature","Acc_Temperature","Acc_Percipitation","Acc_Radiation","DailySum_Percipitation","DailySum_Radiation","sowing_date","DFG_year","sowingD","Das","Daily_TQ","Acc_TQ"
2020-12-29,2020,12,29,2.88333333333333,489.145833333333,56.62,190.51776,0,2.40876,"Early","DFG2021",2020-10-22,68,0.83540809248555,33.5153118235574
2021-01-12,2021,1,12,3.35,340.3375,52.71,152.38944,6.15,1.41732,"Late","DFG2021",2020-11-05,68,0.423080597014925,44.0748486891584
2019-01-02,2019,1,2,2.46666666666667,409.008333333333,79.36,176.25492,0.75,4.1976,"Early","DFG2019",2018-10-25,69,1.70172972972973,57.7753313010681
2019-01-16,2019,1,16,5.95416666666667,357.066666666667,98.57,137.12112,0,1.14768,"Late","DFG2019",2018-11-08,69,0.192752414275717,77.1406460887525
2020-01-01,2020,1,1,0.970833333333333,414.241666666667,66.67,211.37112,0,4.04892,"Early","DFG2020",2019-10-24,69,4.17056137339056,48.8769419688103
2020-01-21,2020,1,21,1.37083333333333,366.6,60.23,158.45508,0,5.73768,"Late","DFG2020",2019-11-13,69,4.1855416413374,44.3639569228916
2020-12-30,2020,12,30,3.175,492.320833333333,56.65,193.00392,0.03,2.48616,"Early","DFG2021",2020-10-22,69,0.783042519685039,34.2983543432425
2021-01-13,2021,1,13,2.34166666666667,342.679166666667,54.38,153.98388,1.67,1.59444,"Late","DFG2021",2020-11-05,69,0.680899644128113,44.7557483332865
2019-01-03,2019,1,3,0.116666666666667,409.125,79.36,178.74468,0,2.48976,"Early","DFG2019",2018-10-25,70,21.3407999999999,79.1161313010681
2019-01-17,2019,1,17,3.66666666666667,360.733333333333,100.82,139.29768,2.25,2.17656,"Late","DFG2019",2018-11-08,70,0.593607272727272,77.7342533614798
2020-01-02,2020,1,2,1.60833333333333,415.85,66.67,215.2242,0,3.85308,"Early","DFG2020",2019-10-24,70,2.39569740932643,51.2726393781368
2020-01-22,2020,1,22,3.30833333333333,369.908333333333,60.26,159.86268,0.03,1.4076,"Late","DFG2020",2019-11-13,70,0.425471032745592,44.7894279556372
2020-12-31,2020,12,31,2.27083333333333,494.591666666667,56.65,194.48856,0,1.48464,"Early","DFG2021",2020-10-22,70,0.65378642201835,34.9521407652608
2021-01-14,2021,1,14,0.741666666666667,343.420833333333,54.38,155.45088,0,1.467,"Late","DFG2021",2020-11-05,70,1.97797752808989,46.7337258613764
2019-01-04,2019,1,4,2.75833333333333,411.883333333333,80.65,179.60832,1.29,0.86364,"Early","DFG2019",2018-10-25,71,0.313102114803626,79.4292334158717
2019-01-18,2019,1,18,0.175,360.908333333333,100.92,144.47988,0.1,5.1822,"Late","DFG2019",2018-11-08,71,29.6125714285714,107.346824790051
2020-01-03,2020,1,3,5.62916666666667,421.479166666667,69.68,215.88372,3.01,0.65952,"Early","DFG2020",2019-10-24,71,0.117161213915618,51.3898005920524
2020-01-23,2020,1,23,2.59166666666667,372.5,60.26,162.13536,0,2.27268,"Late","DFG2020",2019-11-13,71,0.876918327974275,45.6663462836115
2021-01-01,2021,1,1,1.75,496.341666666667,56.65,196.68132,0,2.19276,"Early","DFG2021",2020-10-22,71,1.25300571428571,36.2051464795465
2021-01-15,2021,1,15,0,343.420833333333,54.83,156.249,0.45,0.79812,"Late","DFG2021",2020-11-05,71,0,46.7337258613764
2019-01-05,2019,1,5,7.0375,418.920833333333,83.52,180.57996,2.87,0.97164,"Early","DFG2019",2018-10-25,72,0.138066074600355,79.567299490472
2019-01-19,2019,1,19,0,360.908333333333,100.92,149.95692,0,5.47704,"Late","DFG2019",2018-11-08,72,0,107.346824790051
2020-01-04,2020,1,4,4.69166666666667,426.170833333333,73.62,216.39384,3.94,0.51012,"Early","DFG2020",2019-10-24,72,0.108728952042629,51.498529544095
2020-01-24,2020,1,24,0,372.5,60.26,163.09872,0,0.96336,"Late","DFG2020",2019-11-13,72,0,45.6663462836115
2021-01-02,2021,1,2,3.0625,499.404166666667,56.65,198.80604,0,2.12472,"Early","DFG2021",2020-10-22,72,0.69378612244898,36.8989326019955
2021-01-16,2021,1,16,0,343.420833333333,54.83,157.84308,0,1.59408,"Late","DFG2021",2020-11-05,72,0,46.7337258613764
2019-01-06,2019,1,6,6.2,425.120833333333,84.08,181.71288,0.56,1.13292,"Early","DFG2019",2018-10-25,73,0.182729032258064,79.7500285227301
2019-01-20,2019,1,20,0,360.908333333333,100.92,152.09784,0,2.14092,"Late","DFG2019",2018-11-08,73,0,107.346824790051
2020-01-05,2020,1,5,3.45833333333333,429.629166666667,73.62,217.63692,0,1.24308,"Early","DFG2020",2019-10-24,73,0.359444819277109,51.8579743633721
2020-01-25,2020,1,25,0.125,372.625,60.26,164.84904,0,1.75032,"Late","DFG2020",2019-11-13,73,14.00256,59.6689062836115
2021-01-03,2021,1,3,1.875,501.279166666667,61.54,199.47528,4.89,0.66924,"Early","DFG2021",2020-10-22,73,0.356928,37.2558606019955
2021-01-17,2021,1,17,0,343.420833333333,55.55,159.78204,0.72,1.93896,"Late","DFG2021",2020-11-05,73,0,46.7337258613764
2019-01-07,2019,1,7,5.83333333333333,430.954166666667,86.64,182.82348,2.56,1.1106,"Early","DFG2019",2018-10-25,74,0.190388571428572,79.9404170941587
2019-01-21,2019,1,21,0,360.908333333333,100.92,159.16716,0,7.06932,"Late","DFG2019",2018-11-08,74,0,107.346824790051
2020-01-06,2020,1,6,4.2375,433.866666666667,73.62,218.20428,0,0.56736,"Early","DFG2020",2019-10-24,74,0.133890265486726,51.9918646288589
2020-01-26,2020,1,26,2.65,375.275,60.32,168.2532,0.06,3.40416,"Late","DFG2020",2019-11-13,74,1.28458867924528,60.9534949628568
2021-01-04,2021,1,4,1.025,502.304166666667,63.49,200.33748,1.95,0.8622,"Early","DFG2021",2020-10-22,74,0.841170731707317,38.0970313337028
2021-01-18,2021,1,18,3.19583333333333,346.616666666667,56.38,161.65872,0.83,1.87668,"Late","DFG2021",2020-11-05,74,0.587227118644068,47.3209529800204
2019-01-08,2019,1,8,5.80416666666667,436.758333333333,92.52,184.27572,5.88,1.45224,"Early","DFG2019",2018-10-25,75,0.250206460875807,80.1906235550345
2019-01-22,2019,1,22,0,360.908333333333,100.92,164.66472,0,5.49756,"Late","DFG2019",2018-11-08,75,0,107.346824790051
2020-01-07,2020,1,7,4.92916666666667,438.795833333333,73.8,220.48128,0.18,2.277,"Early","DFG2020",2019-10-24,75,0.461944209636517,52.4538088384954
2020-01-27,2020,1,27,6.08333333333333,381.358333333333,61.41,169.53588,1.09,1.28268,"Late","DFG2020",2019-11-13,75,0.210851506849315,61.1643464697061
2021-01-05,2021,1,5,1.89583333333333,504.2,64.77,200.83392,1.28,0.49644,"Early","DFG2021",2020-10-22,75,0.261858461538462,38.3588897952413
2021-01-19,2021,1,19,5.39583333333333,352.0125,60.84,162.54648,4.46,0.88776,"Late","DFG2021",2020-11-05,75,0.16452694980695,47.4854799298274
2019-01-09,2019,1,9,2.5,439.258333333333,92.64,185.04252,0.12,0.7668,"Early","DFG2019",2018-10-25,76,0.30672,80.4973435550345
2019-01-23,2019,1,23,0,360.908333333333,100.92,168.25788,0,3.59316,"Late","DFG2019",2018-11-08,76,0,107.346824790051
2020-01-08,2020,1,8,7.4375,446.233333333333,74.55,221.14332,0.75,0.66204,"Early","DFG2020",2019-10-24,76,0.089013781512605,52.542822620008
2020-01-28,2020,1,28,5.24583333333333,386.604166666667,63,171.51804,1.59,1.98216,"Late","DFG2020",2019-11-13,76,0.377854169976172,61.5422006396823
2021-01-06,2021,1,6,1.29583333333333,505.495833333333,67.08,202.27752,2.31,1.4436,"Early","DFG2021",2020-10-22,76,1.11403215434084,39.4729219495821
2021-01-20,2021,1,20,7.425,359.4375,60.84,165.22704,0,2.68056,"Late","DFG2021",2020-11-05,76,0.361018181818182,47.8464981116456
2019-01-10,2019,1,10,0.575,439.833333333333,93.32,186.46776,0.68,1.42524,"Early","DFG2019",2018-10-25,77,2.47867826086956,82.976021815904
2019-01-24,2019,1,24,0,360.908333333333,100.92,171.162,0,2.90412,"Late","DFG2019",2018-11-08,77,0,107.346824790051
2020-01-09,2020,1,9,10.1375,456.370833333333,76.6,221.68512,2.05,0.5418,"Early","DFG2020",2019-10-24,77,0.0534451294697904,52.5962677494778
2020-01-29,2020,1,29,4.25,390.854166666667,63.96,173.62332,0.96,2.10528,"Late","DFG2020",2019-11-13,77,0.49536,62.0375606396823
2021-01-07,2021,1,7,0.566666666666667,506.0625,67.87,203.93496,0.79,1.65744,"Early","DFG2021",2020-10-22,77,2.92489411764706,42.3978160672292
2021-01-21,2021,1,21,8.04166666666667,367.479166666667,62.21,168.68088,1.37,3.45384,"Late","DFG2021",2020-11-05,77,0.429493056994818,48.2759911686404
2019-01-11,2019,1,11,4.09166666666667,443.925,94.08,187.31844,0.76,0.85068,"Early","DFG2019",2018-10-25,78,0.20790549898167,83.1839273148857
2019-01-25,2019,1,25,0,360.908333333333,102.71,173.20428,1.79,2.04228,"Late","DFG2019",2018-11-08,78,0,107.346824790051
2020-01-10,2020,1,10,8.17083333333333,464.541666666667,77.8,223.2792,1.2,1.59408,"Early","DFG2020",2019-10-24,78,0.195093931667517,52.7913616811453
2020-01-30,2020,1,30,7.28333333333333,398.1375,64.02,175.93308,0.06,2.30976,"Late","DFG2020",2019-11-13,78,0.317129519450801,62.3546901591331
2021-01-08,2021,1,8,0.6125,506.675,68.98,205.02432,1.11,1.08936,"Early","DFG2021",2020-10-22,78,1.77854693877551,44.1763630060047
2021-01-22,2021,1,22,5.14583333333333,372.625,63.07,171.03312,0.86,2.35224,"Late","DFG2021",2020-11-05,78,0.457115465587045,48.7331066342274
2019-01-12,2019,1,12,6.01666666666667,449.941666666667,96.35,188.17128,2.27,0.85284,"Early","DFG2019",2018-10-25,79,0.141746260387812,83.3256735752735
2019-01-26,2019,1,26,4.225,365.133333333333,115.9,174.0438,13.19,0.83952,"Late","DFG2019",2018-11-08,79,0.198702958579882,107.545527748631
2020-01-11,2020,1,11,3.80416666666667,468.345833333333,77.83,226.66608,0.03,3.38688,"Early","DFG2020",2019-10-24,79,0.890307995618838,53.6816696767641
2020-01-31,2020,1,31,11.5666666666667,409.704166666667,64.05,179.52804,0.03,3.59496,"Late","DFG2020",2019-11-13,79,0.310803458213256,62.6654936173463
2021-01-09,2021,1,9,0,506.675,69.04,206.09712,0.06,1.0728,"Early","DFG2021",2020-10-22,79,0,44.1763630060047
2021-01-23,2021,1,23,1.9625,374.5875,63.07,174.26088,0,3.22776,"Late","DFG2021",2020-11-05,79,1.64471847133758,50.377825105565
2019-01-13,2019,1,13,7.375,457.316666666667,103.23,189.14652,6.88,0.97524,"Early","DFG2019",2018-10-25,80,0.13223593220339,83.4579095074769
2019-01-27,2019,1,27,4.91666666666667,370.05,116.68,177.27804,0.78,3.23424,"Late","DFG2019",2018-11-08,80,0.657811525423728,108.203339274055
2020-01-12,2020,1,12,5.25416666666667,473.6,78.2,229.33008,0.37,2.664,"Early","DFG2020",2019-10-24,80,0.507026169706582,54.1886958464707
2020-02-01,2020,2,1,10.7541666666667,420.458333333333,66.3,180.67752,2.25,1.14948,"Late","DFG2020",2019-11-13,80,0.106886943045331,62.7723805603917
2021-01-10,2021,1,10,0.85,507.525,69.04,209.97252,0,3.8754,"Early","DFG2021",2020-10-22,80,4.55929411764706,48.7356571236518
2021-01-24,2021,1,24,1.15416666666667,375.741666666667,64.22,176.1282,1.15,1.86732,"Late","DFG2021",2020-11-05,80,1.61789458483754,51.9957196904025
2019-01-14,2019,1,14,3.14583333333333,460.4625,103.84,191.71908,0.61,2.57256,"Early","DFG2019",2018-10-25,81,0.817767417218544,84.2756769246955
2019-01-28,2019,1,28,2.32916666666667,372.379166666667,118.32,179.29152,1.64,2.01348,"Late","DFG2019",2018-11-08,81,0.864463685152056,109.067802959207
2020-01-13,2020,1,13,6.4125,480.0125,78.71,231.86628,0.51,2.5362,"Early","DFG2020",2019-10-24,81,0.395508771929825,54.5842046184005
2020-02-02,2020,2,2,7.6625,428.120833333333,71.15,181.81188,4.85,1.13436,"Late","DFG2020",2019-11-13,81,0.148040456769984,62.9204210171617
2021-01-11,2021,1,11,2.32083333333333,509.845833333333,69.8,210.62412,0.76,0.6516,"Early","DFG2021",2020-10-22,81,0.280761220825853,49.0164183444776
2021-01-25,2021,1,25,0.420833333333333,376.1625,64.22,180.59184,0,4.46364,"Late","DFG2021",2020-11-05,81,10.6066693069307,62.6023889973333
2019-01-15,2019,1,15,4.84583333333333,465.308333333333,103.84,192.84588,0,1.1268,"Early","DFG2019",2018-10-25,82,0.232529664660361,84.5082065893558
2019-01-29,2019,1,29,1.00416666666667,373.383333333333,118.54,182.78964,0.22,3.49812,"Late","DFG2019",2018-11-08,82,3.4836049792531,112.55140793846
2020-01-14,2020,1,14,9.5375,489.55,78.71,232.53624,0,0.66996,"Early","DFG2020",2019-10-24,82,0.0702448230668414,54.6544494414674
2020-02-03,2020,2,3,8.50833333333333,436.629166666667,78.06,184.71744,6.91,2.90556,"Late","DFG2020",2019-11-13,82,0.341495788442703,63.2619168056044
2021-01-12,2021,1,12,3.35,513.195833333333,75.95,212.04144,6.15,1.41732,"Early","DFG2021",2020-10-22,82,0.423080597014925,49.4394989414925
2021-01-26,2021,1,26,0.783333333333333,376.945833333333,66.24,182.91744,2.02,2.3256,"Late","DFG2021",2020-11-05,82,2.96885106382979,65.571240061163
2019-01-16,2019,1,16,5.95416666666667,471.2625,103.84,193.99356,0,1.14768,"Early","DFG2019",2018-10-25,83,0.192752414275717,84.7009590036315
2019-01-30,2019,1,30,0,373.383333333333,118.54,185.68224,0,2.8926,"Late","DFG2019",2018-11-08,83,0,112.55140793846
2020-01-15,2020,1,15,11.0916666666667,500.641666666667,79.29,236.54088,0.58,4.00464,"Early","DFG2020",2019-10-24,83,0.361049436513898,55.0154988779813
2020-02-04,2020,2,4,4.91666666666667,441.545833333333,79.07,189.59616,1.01,4.87872,"Late","DFG2020",2019-11-13,83,0.992282033898304,64.2541988395027
2021-01-13,2021,1,13,2.34166666666667,515.5375,77.62,213.63588,1.67,1.59444,"Early","DFG2021",2020-10-22,83,0.680899644128113,50.1203985856206
2021-01-27,2021,1,27,1.65,378.595833333333,67.59,185.34672,1.35,2.42928,"Late","DFG2021",2020-11-05,83,1.47229090909091,67.0435309702539
2019-01-17,2019,1,17,3.66666666666667,474.929166666667,106.09,196.17012,2.25,2.17656,"Early","DFG2019",2018-10-25,84,0.593607272727272,85.2945662763588
2019-01-31,2019,1,31,1.175,374.558333333333,118.54,192.03624,0,6.354,"Late","DFG2019",2018-11-08,84,5.40765957446809,117.959067512928
2020-01-16,2020,1,16,7.02083333333333,507.6625,79.29,241.2702,0,4.72932,"Early","DFG2020",2019-10-24,84,0.67361234421365,55.6891112221949
2020-02-05,2020,2,5,2.70833333333333,444.254166666667,79.07,197.181,0,7.58484,"Late","DFG2020",2019-11-13,84,2.80055630769231,67.054755147195
2021-01-14,2021,1,14,0.741666666666667,516.279166666667,77.62,215.10288,0,1.467,"Early","DFG2021",2020-10-22,84,1.97797752808989,52.0983761137105
2021-01-28,2021,1,28,2.56666666666667,381.1625,69.84,186.40836,2.25,1.06164,"Late","DFG2021",2020-11-05,84,0.413625974025973,67.4571569442799
2019-01-18,2019,1,18,0.175,475.104166666667,106.19,201.35232,0.1,5.1822,"Early","DFG2019",2018-10-25,85,29.6125714285714,114.90713770493
2019-02-01,2019,2,1,0.216666666666667,374.775,118.76,195.91884,0.22,3.8826,"Late","DFG2019",2018-11-08,85,17.9196923076923,135.87875982062
2020-01-17,2020,1,17,7.80833333333333,515.470833333333,79.4,245.74464,0.11,4.47444,"Early","DFG2020",2019-10-24,85,0.57303393810032,56.2621451602952
2020-02-06,2020,2,6,4.20416666666667,448.458333333333,79.07,198.61848,0,1.43748,"Late","DFG2020",2019-11-13,85,0.341917938553022,67.396673085748
2021-01-15,2021,1,15,0,516.279166666667,78.07,215.901,0.45,0.79812,"Early","DFG2021",2020-10-22,85,0,52.0983761137105
2021-01-29,2021,1,29,0.170833333333333,381.333333333333,85.35,187.41168,15.51,1.00332,"Late","DFG2021",2020-11-05,85,5.87309268292684,73.3302496272068
2019-01-19,2019,1,19,0,475.104166666667,106.19,206.82936,0,5.47704,"Early","DFG2019",2018-10-25,86,0,114.90713770493
2019-02-02,2019,2,2,0.0125,374.7875,120.72,197.25408,1.96,1.33524,"Late","DFG2019",2018-11-08,86,0,135.87875982062
2020-01-18,2020,1,18,4.87916666666667,520.35,79.43,248.36112,0.03,2.61648,"Early","DFG2020",2019-10-24,86,0.536255508112724,56.798400668408
2020-02-07,2020,2,7,4.5375,452.995833333333,79.07,201.47292,0,2.85444,"Late","DFG2020",2019-11-13,86,0.629077685950413,68.0257507716984
2021-01-16,2021,1,16,0,516.279166666667,78.07,217.49508,0,1.59408,"Early","DFG2021",2020-10-22,86,0,52.0983761137105
2021-01-30,2021,1,30,0,381.333333333333,85.84,189.6822,0.49,2.27052,"Late","DFG2021",2020-11-05,86,0,73.3302496272068
2019-01-20,2019,1,20,0,475.104166666667,106.19,208.97028,0,2.14092,"Early","DFG2019",2018-10-25,87,0,114.90713770493
2019-02-03,2019,2,3,0.704166666666667,375.491666666667,120.72,201.54384,0,4.28976,"Late","DFG2019",2018-11-08,87,6.09196686390532,141.970726684526
2020-01-19,2020,1,19,3.49583333333333,523.845833333333,79.92,251.45928,0.49,3.09816,"Early","DFG2020",2019-10-24,87,0.886243623361145,57.6846442917691
2020-02-08,2020,2,8,5.20416666666667,458.2,79.07,205.92216,0,4.44924,"Late","DFG2020",2019-11-13,87,0.854938030424339,68.8806888021227
2021-01-17,2021,1,17,0,516.279166666667,78.79,219.43404,0.72,1.93896,"Early","DFG2021",2020-10-22,87,0,52.0983761137105
2021-01-31,2021,1,31,0,381.333333333333,85.84,197.28864,0,7.60644,"Late","DFG2021",2020-11-05,87,0,73.3302496272068
2019-01-21,2019,1,21,0,475.104166666667,106.19,216.0396,0,7.06932,"Early","DFG2019",2018-10-25,88,0,114.90713770493
2019-02-04,2019,2,4,1.69583333333333,377.1875,120.72,207.09432,0,5.55048,"Late","DFG2019",2018-11-08,88,3.27301031941033,145.243737003936
2020-01-20,2020,1,20,3.11666666666667,526.9625,79.95,255.195,0.03,3.73572,"Early","DFG2020",2019-10-24,88,1.19862673796791,58.883271029737
2020-02-09,2020,2,9,9.50416666666667,467.704166666667,82.93,209.38104,3.86,3.45888,"Late","DFG2020",2019-11-13,88,0.363933011836913,69.2446218139597
2021-01-18,2021,1,18,3.19583333333333,519.475,79.62,221.31072,0.83,1.87668,"Early","DFG2021",2020-10-22,88,0.587227118644068,52.6856032323546
2021-02-01,2021,2,1,0,381.333333333333,86.23,200.17656,0.39,2.88792,"Late","DFG2021",2020-11-05,88,0,73.3302496272068
2019-01-22,2019,1,22,0,475.104166666667,106.19,221.53716,0,5.49756,"Early","DFG2019",2018-10-25,89,0,114.90713770493
2019-02-05,2019,2,5,2.7,379.8875,120.72,208.458,0,1.36368,"Late","DFG2019",2018-11-08,89,0.505066666666667,145.748803670603
2020-01-21,2020,1,21,1.37083333333333,528.333333333333,79.95,260.93268,0,5.73768,"Early","DFG2020",2019-10-24,89,4.1855416413374,63.0688126710744
2020-02-10,2020,2,10,6.83333333333333,474.5375,94.49,213.38712,11.56,4.00608,"Late","DFG2020",2019-11-13,89,0.586255609756098,69.8308774237157
2021-01-19,2021,1,19,5.39583333333333,524.870833333333,84.08,222.19848,4.46,0.88776,"Early","DFG2021",2020-10-22,89,0.16452694980695,52.8501301821616
2021-02-02,2021,2,2,0.979166666666667,382.3125,94.7,201.89664,8.47,1.72008,"Late","DFG2021",2020-11-05,89,1.75667744680851,75.0869270740153
2019-01-23,2019,1,23,0,475.104166666667,106.19,225.13032,0,3.59316,"Early","DFG2019",2018-10-25,90,0,114.90713770493
2019-02-06,2019,2,6,4.00833333333333,383.895833333333,120.72,212.19084,0,3.73284,"Late","DFG2019",2018-11-08,90,0.931269854469855,146.680073525072
2020-01-22,2020,1,22,3.30833333333333,531.641666666667,79.98,262.34028,0.03,1.4076,"Early","DFG2020",2019-10-24,90,0.425471032745592,63.49428370382
2020-02-11,2020,2,11,4.07083333333333,478.608333333333,97.45,216.68184,2.96,3.29472,"Late","DFG2020",2019-11-13,90,0.809347799385876,70.6402252231016
2021-01-20,2021,1,20,7.425,532.295833333333,84.08,224.87904,0,2.68056,"Early","DFG2021",2020-10-22,90,0.361018181818182,53.2111483639797
2021-02-03,2021,2,3,6.60416666666667,388.916666666667,104.73,203.3352,10.03,1.43856,"Late","DFG2021",2020-11-05,90,0.217826119873817,75.3047531938891
2019-01-24,2019,1,24,0,475.104166666667,106.19,228.03444,0,2.90412,"Early","DFG2019",2018-10-25,91,0,114.90713770493
2019-02-07,2019,2,7,4.73333333333333,388.629166666667,120.78,217.00404,0.06,4.8132,"Late","DFG2019",2018-11-08,91,1.01687323943662,147.696946764509
2020-01-23,2020,1,23,2.59166666666667,534.233333333333,79.98,264.61296,0,2.27268,"Early","DFG2020",2019-10-24,91,0.876918327974275,64.3712020317943
2020-02-12,2020,2,12,4.17916666666667,482.7875,97.48,223.29792,0.03,6.61608,"Late","DFG2020",2019-11-13,91,1.58310987038883,72.2233350934905
2021-01-21,2021,1,21,8.04166666666667,540.3375,85.45,228.33288,1.37,3.45384,"Early","DFG2021",2020-10-22,91,0.429493056994818,53.6406414209746
2021-02-04,2021,2,4,4.05416666666667,392.970833333333,106.44,204.86952,1.71,1.53432,"Late","DFG2021",2020-11-05,91,0.378455087358684,75.6832082812478
2019-01-25,2019,1,25,0,475.104166666667,107.98,230.07672,1.79,2.04228,"Early","DFG2019",2018-10-25,92,0,114.90713770493
2019-02-08,2019,2,8,6.8625,395.491666666667,120.78,220.9086,0,3.90456,"Late","DFG2019",2018-11-08,92,0.568970491803279,148.265917256312
2020-01-24,2020,1,24,0,534.233333333333,79.98,265.57632,0,0.96336,"Early","DFG2020",2019-10-24,92,0,64.3712020317943
2020-02-13,2020,2,13,3.09583333333333,485.883333333333,100.37,224.75808,2.89,1.46016,"Late","DFG2020",2019-11-13,92,0.4716532974428,72.6949883909333
2021-01-22,2021,1,22,5.14583333333333,545.483333333333,86.31,230.68512,0.86,2.35224,"Early","DFG2021",2020-10-22,92,0.457115465587045,54.0977568865616
2021-02-05,2021,2,5,2.10833333333333,395.079166666667,111.8,205.69716,5.36,0.82764,"Late","DFG2021",2020-11-05,92,0.392556521739131,76.0757648029869
2019-01-26,2019,1,26,4.225,479.329166666667,121.17,230.91624,13.19,0.83952,"Early","DFG2019",2018-10-25,93,0.198702958579882,115.10584066351
2019-02-09,2019,2,9,7.94166666666667,403.433333333333,122.05,224.72676,1.27,3.81816,"Late","DFG2019",2018-11-08,93,0.480775655823714,148.746692912136
2020-01-25,2020,1,25,0.125,534.358333333333,79.98,267.32664,0,1.75032,"Early","DFG2020",2019-10-24,93,14.00256,78.3737620317943
2020-02-14,2020,2,14,6.10833333333333,491.991666666667,100.61,227.85408,0.24,3.096,"Late","DFG2020",2019-11-13,93,0.506848567530696,73.201836958464
2021-01-23,2021,1,23,1.9625,547.445833333333,86.31,233.91288,0,3.22776,"Early","DFG2021",2020-10-22,93,1.64471847133758,55.7424753578992
2021-02-06,2021,2,6,0,395.079166666667,111.86,206.865,0.06,1.16784,"Late","DFG2021",2020-11-05,93,0,76.0757648029869
2019-01-27,2019,1,27,4.91666666666667,484.245833333333,121.95,234.15048,0.78,3.23424,"Early","DFG2019",2018-10-25,94,0.657811525423728,115.763652188934
2019-02-10,2019,2,10,6.9875,410.420833333333,129.28,226.00512,7.23,1.27836,"Late","DFG2019",2018-11-08,94,0.182949552772809,148.929642464909
2020-01-26,2020,1,26,2.65,537.008333333333,80.04,270.7308,0.06,3.40416,"Early","DFG2020",2019-10-24,94,1.28458867924528,79.6583507110396
2020-02-15,2020,2,15,8.02916666666667,500.020833333333,100.61,233.83368,0,5.9796,"Late","DFG2020",2019-11-13,94,0.744734820965231,73.9465717794292
2021-01-24,2021,1,24,1.15416666666667,548.6,87.46,235.7802,1.15,1.86732,"Early","DFG2021",2020-10-22,94,1.61789458483754,57.3603699427367
2021-02-07,2021,2,7,0,395.079166666667,114.17,208.60776,2.31,1.74276,"Late","DFG2021",2020-11-05,94,0,76.0757648029869
2019-01-28,2019,1,28,2.32916666666667,486.575,123.59,236.16396,1.64,2.01348,"Early","DFG2019",2018-10-25,95,0.864463685152056,116.628115874086
2019-02-11,2019,2,11,5.01666666666667,415.4375,130.14,230.45724,0.86,4.45212,"Late","DFG2019",2018-11-08,95,0.887465780730896,149.81710824564
2020-01-27,2020,1,27,6.08333333333333,543.091666666667,81.13,272.01348,1.09,1.28268,"Early","DFG2020",2019-10-24,95,0.210851506849315,79.8692022178889
2020-02-16,2020,2,16,12.6666666666667,512.6875,102.75,235.69668,2.14,1.863,"Late","DFG2020",2019-11-13,95,0.147078947368421,74.0936507267976
2021-01-25,2021,1,25,0.420833333333333,549.020833333333,87.46,240.24384,0,4.46364,"Early","DFG2021",2020-10-22,95,10.6066693069307,67.9670392496674
2021-02-08,2021,2,8,0,395.079166666667,118.01,211.13316,3.84,2.5254,"Late","DFG2021",2020-11-05,95,0,76.0757648029869
2019-01-29,2019,1,29,1.00416666666667,487.579166666667,123.81,239.66208,0.22,3.49812,"Early","DFG2019",2018-10-25,96,3.4836049792531,120.111720853339
2019-02-12,2019,2,12,4.27916666666667,419.716666666667,130.14,236.02788,0,5.57064,"Late","DFG2019",2018-11-08,96,1.30180486854917,151.118913114189
2020-01-28,2020,1,28,5.24583333333333,548.3375,82.72,273.99564,1.59,1.98216,"Early","DFG2020",2019-10-24,96,0.377854169976172,80.2470563878651
2020-02-17,2020,2,17,8.0125,520.7,104.88,241.85376,2.13,6.15708,"Late","DFG2020",2019-11-13,96,0.768434321372855,74.8620850481705
2021-01-26,2021,1,26,0.783333333333333,549.804166666667,89.48,242.56944,2.02,2.3256,"Early","DFG2021",2020-10-22,96,2.96885106382979,70.9358903134972
2021-02-09,2021,2,9,0,395.079166666667,118.3,217.50876,0.29,6.3756,"Late","DFG2021",2020-11-05,96,0,76.0757648029869
2019-01-30,2019,1,30,0,487.579166666667,123.81,242.55468,0,2.8926,"Early","DFG2019",2018-10-25,97,0,120.111720853339
2019-02-13,2019,2,13,6.2875,426.004166666667,130.14,238.31208,0,2.2842,"Late","DFG2019",2018-11-08,97,0.363292246520875,151.48220536071
2020-01-29,2020,1,29,4.25,552.5875,83.68,276.10092,0.96,2.10528,"Early","DFG2020",2019-10-24,97,0.49536,80.7424163878651
2020-02-18,2020,2,18,6.6875,527.3875,106.69,248.58036,1.81,6.7266,"Late","DFG2020",2019-11-13,97,1.00584672897196,75.8679317771424
2021-01-27,2021,1,27,1.65,551.454166666667,90.83,244.99872,1.35,2.42928,"Early","DFG2021",2020-10-22,97,1.47229090909091,72.4081812225881
2021-02-10,2021,2,10,0,395.079166666667,118.33,222.41412,0.03,4.90536,"Late","DFG2021",2020-11-05,97,0,76.0757648029869
2019-01-31,2019,1,31,1.175,488.754166666667,123.81,248.90868,0,6.354,"Early","DFG2019",2018-10-25,98,5.40765957446809,125.519380427807
2019-02-14,2019,2,14,5.42916666666667,431.433333333333,130.14,246.45744,0,8.14536,"Late","DFG2019",2018-11-08,98,1.50029654643131,152.982501907141
2020-01-30,2020,1,30,7.28333333333333,559.870833333333,83.74,278.41068,0.06,2.30976,"Early","DFG2020",2019-10-24,98,0.317129519450801,81.0595459073159
2020-02-19,2020,2,19,5.225,532.6125,110.2,253.3392,3.51,4.75884,"Late","DFG2020",2019-11-13,98,0.910782775119617,76.778714552262
