"Year","Climate","value","B","timeid","var","appl","nitrogen","rep"
"2020","Das",62,"09
13","Early","Potenzial","Combined",220,2
"2020","Acc_TQ",35.8793488702177,"09
13","Early","Potenzial","Combined",220,2
"2020","Acc_Temperature",318.279166666667,"09
13","Early","Pionier","Split",176,3
"2020","Acc_Percipitation",58.99,"09
13","Early","Pionier","Split",176,3
"2020","Acc_Radiation",129.38868,"09
13","Early","Pionier","Split",176,3
"2020","Das",62,"09
13","Early","Pionier","Split",176,3
"2020","Acc_TQ",35.8793488702177,"09
13","Early","Pionier","Split",176,3
"2020","Acc_Temperature",365.229166666667,"09
13","Early","Pionier","Combined",176,3
"2020","Acc_Percipitation",60.23,"09
13","Early","Pionier","Combined",176,3
"2020","Acc_Radiation",152.7174,"09
13","Early","Pionier","Combined",176,3
"2020","Das",69,"09
13","Early","Pionier","Combined",176,3
"2020","Acc_TQ",40.1784152815542,"09
13","Early","Pionier","Combined",176,3
"2020","Acc_Temperature",365.229166666667,"09
13","Early","Torrild","Combined",220,3
"2020","Acc_Percipitation",60.23,"09
13","Early","Torrild","Combined",220,3
"2020","Acc_Radiation",152.7174,"09
13","Early","Torrild","Combined",220,3
"2020","Das",69,"09
13","Early","Torrild","Combined",220,3
"2020","Acc_TQ",40.1784152815542,"09
13","Early","Torrild","Combined",220,3
"2020","Acc_Temperature",318.279166666667,"09
13","Early","Torrild","Split",220,2
"2020","Acc_Percipitation",58.99,"09
13","Early","Torrild","Split",220,2
"2020","Acc_Radiation",129.38868,"09
13","Early","Torrild","Split",220,2
"2020","Das",62,"09
13","Early","Torrild","Split",220,2
"2020","Acc_TQ",35.8793488702177,"09
13","Early","Torrild","Split",220,2
"2020","Acc_Temperature",318.279166666667,"09
13","Early","Apertus","Split",220,2
"2020","Acc_Percipitation",58.99,"09
13","Early","Apertus","Split",220,2
"2020","Acc_Radiation",129.38868,"09
13","Early","Apertus","Split",220,2
"2020","Das",62,"09
13","Early","Apertus","Split",220,2
"2020","Acc_TQ",35.8793488702177,"09
13","Early","Apertus","Split",220,2
"2020","Acc_Temperature",318.279166666667,"09
13","Early","Torrild","Combined",220,2
"2020","Acc_Percipitation",58.99,"09
13","Early","Torrild","Combined",220,2
"2020","Acc_Radiation",129.38868,"09
13","Early","Torrild","Combined",220,2
"2020","Das",62,"09
13","Early","Torrild","Combined",220,2
"2020","Acc_TQ",35.8793488702177,"09
13","Early","Torrild","Combined",220,2
"2020","Acc_Temperature",372.5,"09
13","Early","Torrild","Combined",176,3
"2020","Acc_Percipitation",60.26,"09
13","Early","Torrild","Combined",176,3
"2020","Acc_Radiation",163.09872,"09
13","Early","Torrild","Combined",176,3
"2020","Das",73,"09
13","Early","Torrild","Combined",176,3
"2020","Acc_TQ",45.6663462836115,"09
13","Early","Torrild","Combined",176,3
"2020","Acc_Temperature",318.279166666667,"09
13","Early","Capone","Split",176,2
"2020","Acc_Percipitation",58.99,"09
13","Early","Capone","Split",176,2
"2020","Acc_Radiation",129.38868,"09
13","Early","Capone","Split",176,2
"2020","Das",62,"09
13","Early","Capone","Split",176,2
"2020","Acc_TQ",35.8793488702177,"09
13","Early","Capone","Split",176,2
"2020","Acc_Temperature",372.5,"09
13","Early","Apertus","Split",176,1
"2020","Acc_Percipitation",60.26,"09
13","Early","Apertus","Split",176,1
"2020","Acc_Radiation",163.09872,"09
13","Early","Apertus","Split",176,1
"2020","Das",73,"09
13","Early","Apertus","Split",176,1
"2020","Acc_TQ",45.6663462836115,"09
13","Early","Apertus","Split",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Pionier","Combined",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Pionier","Combined",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Pionier","Combined",220,1
"2020","Das",49,"09
13","Late","Pionier","Combined",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Pionier","Combined",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Combined",220,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Combined",220,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Combined",220,3
"2020","Das",49,"09
13","Late","Capone","Combined",220,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Combined",220,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Combined",176,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Combined",176,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Combined",176,1
"2020","Das",49,"09
13","Late","Esket","Combined",176,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Combined",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Apertus","Combined",220,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Apertus","Combined",220,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Apertus","Combined",220,2
"2020","Das",49,"09
13","Late","Apertus","Combined",220,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Apertus","Combined",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Potenzial","Split",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Potenzial","Split",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Potenzial","Split",176,3
"2020","Das",49,"09
13","Late","Potenzial","Split",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Potenzial","Split",176,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Combined",176,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Combined",176,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Combined",176,1
"2020","Das",49,"09
13","Late","Capone","Combined",176,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Combined",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Combined",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Combined",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Combined",220,1
"2020","Das",49,"09
13","Late","Alves","Combined",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Combined",220,1
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Potenzial","Combined",220,2
"2020","Acc_Percipitation",68.74,"09
13","Late","Potenzial","Combined",220,2
"2020","Acc_Radiation",172.33056,"09
13","Late","Potenzial","Combined",220,2
"2020","Das",62,"09
13","Late","Potenzial","Combined",220,2
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Potenzial","Combined",220,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Patras","Combined",176,2
"2020","Acc_Percipitation",68.74,"09
13","Late","Patras","Combined",176,2
"2020","Acc_Radiation",172.33056,"09
13","Late","Patras","Combined",176,2
"2020","Das",62,"09
13","Late","Patras","Combined",176,2
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Patras","Combined",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Pionier","Split",220,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Pionier","Split",220,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Pionier","Split",220,2
"2020","Das",49,"09
13","Late","Pionier","Split",220,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Pionier","Split",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Combined",220,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Combined",220,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Combined",220,2
"2020","Das",49,"09
13","Late","Esket","Combined",220,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Combined",220,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Potenzial","Combined",176,1
"2020","Acc_Percipitation",68.74,"09
13","Late","Potenzial","Combined",176,1
"2020","Acc_Radiation",172.33056,"09
13","Late","Potenzial","Combined",176,1
"2020","Das",62,"09
13","Late","Potenzial","Combined",176,1
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Potenzial","Combined",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Patras","Split",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Patras","Split",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Patras","Split",176,3
"2020","Das",49,"09
13","Late","Patras","Split",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Patras","Split",176,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Combined",176,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Combined",176,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Combined",176,1
"2020","Das",49,"09
13","Late","Alves","Combined",176,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Combined",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Apertus","Combined",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Apertus","Combined",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Apertus","Combined",176,2
"2020","Das",49,"09
13","Late","Apertus","Combined",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Apertus","Combined",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Split",220,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Split",220,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Split",220,2
"2020","Das",49,"09
13","Late","Esket","Split",220,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Split",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Split",220,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Split",220,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Split",220,3
"2020","Das",49,"09
13","Late","Alves","Split",220,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Split",220,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Combined",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Combined",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Combined",220,1
"2020","Das",49,"09
13","Late","Capone","Combined",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Combined",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Split",220,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Split",220,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Split",220,3
"2020","Das",49,"09
13","Late","Capone","Split",220,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Split",220,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Potenzial","Split",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Potenzial","Split",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Potenzial","Split",176,2
"2020","Das",49,"09
13","Late","Potenzial","Split",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Potenzial","Split",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Torrild","Split",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Torrild","Split",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Torrild","Split",176,3
"2020","Das",49,"09
13","Late","Torrild","Split",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Torrild","Split",176,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Split",220,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Split",220,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Split",220,2
"2020","Das",49,"09
13","Late","Alves","Split",220,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Split",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Torrild","Combined",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Torrild","Combined",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Torrild","Combined",176,2
"2020","Das",49,"09
13","Late","Torrild","Combined",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Torrild","Combined",176,2
"2020","Acc_Temperature",295.116666666666,"09
13","Late","Torrild","Split",176,2
"2020","Acc_Percipitation",59.5,"09
13","Late","Torrild","Split",176,2
"2020","Acc_Radiation",140.43204,"09
13","Late","Torrild","Split",176,2
"2020","Das",55,"09
13","Late","Torrild","Split",176,2
"2020","Acc_TQ",51.8802203542783,"09
13","Late","Torrild","Split",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Patras","Split",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Patras","Split",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Patras","Split",220,1
"2020","Das",49,"09
13","Late","Patras","Split",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Patras","Split",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Combined",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Combined",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Combined",176,2
"2020","Das",49,"09
13","Late","Esket","Combined",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Combined",176,2
"2020","Acc_Temperature",295.116666666666,"09
13","Late","Potenzial","Combined",176,2
"2020","Acc_Percipitation",59.5,"09
13","Late","Potenzial","Combined",176,2
"2020","Acc_Radiation",140.43204,"09
13","Late","Potenzial","Combined",176,2
"2020","Das",55,"09
13","Late","Potenzial","Combined",176,2
"2020","Acc_TQ",51.8802203542783,"09
13","Late","Potenzial","Combined",176,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Torrild","Split",176,1
"2020","Acc_Percipitation",68.74,"09
13","Late","Torrild","Split",176,1
"2020","Acc_Radiation",172.33056,"09
13","Late","Torrild","Split",176,1
"2020","Das",62,"09
13","Late","Torrild","Split",176,1
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Torrild","Split",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Combined",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Combined",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Combined",176,3
"2020","Das",49,"09
13","Late","Esket","Combined",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Combined",176,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Apertus","Split",220,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Apertus","Split",220,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Apertus","Split",220,3
"2020","Das",49,"09
13","Late","Apertus","Split",220,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Apertus","Split",220,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Split",176,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Split",176,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Split",176,1
"2020","Das",49,"09
13","Late","Capone","Split",176,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Split",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Potenzial","Combined",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Potenzial","Combined",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Potenzial","Combined",220,1
"2020","Das",49,"09
13","Late","Potenzial","Combined",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Potenzial","Combined",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Combined",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Combined",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Combined",176,3
"2020","Das",49,"09
13","Late","Alves","Combined",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Combined",176,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Apertus","Split",220,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Apertus","Split",220,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Apertus","Split",220,2
"2020","Das",49,"09
13","Late","Apertus","Split",220,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Apertus","Split",220,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Patras","Combined",176,1
"2020","Acc_Percipitation",68.74,"09
13","Late","Patras","Combined",176,1
"2020","Acc_Radiation",172.33056,"09
13","Late","Patras","Combined",176,1
"2020","Das",62,"09
13","Late","Patras","Combined",176,1
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Patras","Combined",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Pionier","Split",176,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Pionier","Split",176,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Pionier","Split",176,1
"2020","Das",49,"09
13","Late","Pionier","Split",176,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Pionier","Split",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Split",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Split",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Split",176,2
"2020","Das",49,"09
13","Late","Alves","Split",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Split",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Torrild","Combined",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Torrild","Combined",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Torrild","Combined",220,1
"2020","Das",49,"09
13","Late","Torrild","Combined",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Torrild","Combined",220,1
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Patras","Split",220,2
"2020","Acc_Percipitation",68.74,"09
13","Late","Patras","Split",220,2
"2020","Acc_Radiation",172.33056,"09
13","Late","Patras","Split",220,2
"2020","Das",62,"09
13","Late","Patras","Split",220,2
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Patras","Split",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Split",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Split",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Split",176,2
"2020","Das",49,"09
13","Late","Capone","Split",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Split",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Apertus","Split",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Apertus","Split",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Apertus","Split",176,2
"2020","Das",49,"09
13","Late","Apertus","Split",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Apertus","Split",176,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Potenzial","Combined",220,3
"2020","Acc_Percipitation",68.74,"09
13","Late","Potenzial","Combined",220,3
"2020","Acc_Radiation",172.33056,"09
13","Late","Potenzial","Combined",220,3
"2020","Das",62,"09
13","Late","Potenzial","Combined",220,3
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Potenzial","Combined",220,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Split",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Split",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Split",176,3
"2020","Das",49,"09
13","Late","Esket","Split",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Split",176,3
"2020","Acc_Temperature",214.645833333333,"09
13","Late","Apertus","Combined",220,1
"2020","Acc_Percipitation",26.07,"09
13","Late","Apertus","Combined",220,1
"2020","Acc_Radiation",99.68328,"09
13","Late","Apertus","Combined",220,1
"2020","Das",43,"09
13","Late","Apertus","Combined",220,1
"2020","Acc_TQ",43.5946852903098,"09
13","Late","Apertus","Combined",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Combined",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Combined",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Combined",176,2
"2020","Das",49,"09
13","Late","Capone","Combined",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Combined",176,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Apertus","Combined",176,3
"2020","Acc_Percipitation",68.74,"09
13","Late","Apertus","Combined",176,3
"2020","Acc_Radiation",172.33056,"09
13","Late","Apertus","Combined",176,3
"2020","Das",62,"09
13","Late","Apertus","Combined",176,3
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Apertus","Combined",176,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Split",176,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Split",176,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Split",176,1
"2020","Das",49,"09
13","Late","Esket","Split",176,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Split",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Combined",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Combined",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Combined",220,1
"2020","Das",49,"09
13","Late","Esket","Combined",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Combined",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Capone","Split",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Capone","Split",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Capone","Split",176,3
"2020","Das",49,"09
13","Late","Capone","Split",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Capone","Split",176,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Split",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Split",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Split",220,1
"2020","Das",49,"09
13","Late","Alves","Split",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Split",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Apertus","Split",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Apertus","Split",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Apertus","Split",220,1
"2020","Das",49,"09
13","Late","Apertus","Split",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Apertus","Split",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Pionier","Combined",220,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Pionier","Combined",220,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Pionier","Combined",220,2
"2020","Das",49,"09
13","Late","Pionier","Combined",220,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Pionier","Combined",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Split",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Split",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Split",176,2
"2020","Das",49,"09
13","Late","Esket","Split",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Split",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Split",220,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Split",220,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Split",220,3
"2020","Das",49,"09
13","Late","Esket","Split",220,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Split",220,3
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Combined",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Combined",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Combined",176,2
"2020","Das",49,"09
13","Late","Alves","Combined",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Combined",176,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Torrild","Combined",176,3
"2020","Acc_Percipitation",68.74,"09
13","Late","Torrild","Combined",176,3
"2020","Acc_Radiation",172.33056,"09
13","Late","Torrild","Combined",176,3
"2020","Das",62,"09
13","Late","Torrild","Combined",176,3
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Torrild","Combined",176,3
"2020","Acc_Temperature",295.116666666666,"09
13","Late","Potenzial","Split",220,1
"2020","Acc_Percipitation",59.5,"09
13","Late","Potenzial","Split",220,1
"2020","Acc_Radiation",140.43204,"09
13","Late","Potenzial","Split",220,1
"2020","Das",55,"09
13","Late","Potenzial","Split",220,1
"2020","Acc_TQ",51.8802203542783,"09
13","Late","Potenzial","Split",220,1
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Potenzial","Split",220,2
"2020","Acc_Percipitation",68.74,"09
13","Late","Potenzial","Split",220,2
"2020","Acc_Radiation",172.33056,"09
13","Late","Potenzial","Split",220,2
"2020","Das",62,"09
13","Late","Potenzial","Split",220,2
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Potenzial","Split",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Alves","Split",176,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Alves","Split",176,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Alves","Split",176,1
"2020","Das",49,"09
13","Late","Alves","Split",176,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Alves","Split",176,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Torrild","Split",220,1
"2020","Acc_Percipitation",41.12,"09
13","Late","Torrild","Split",220,1
"2020","Acc_Radiation",120.9312,"09
13","Late","Torrild","Split",220,1
"2020","Das",49,"09
13","Late","Torrild","Split",220,1
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Torrild","Split",220,1
"2020","Acc_Temperature",260.7625,"09
13","Late","Esket","Combined",220,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Esket","Combined",220,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Esket","Combined",220,3
"2020","Das",49,"09
13","Late","Esket","Combined",220,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Esket","Combined",220,3
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Torrild","Split",220,2
"2020","Acc_Percipitation",68.74,"09
13","Late","Torrild","Split",220,2
"2020","Acc_Radiation",172.33056,"09
13","Late","Torrild","Split",220,2
"2020","Das",62,"09
13","Late","Torrild","Split",220,2
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Torrild","Split",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Pionier","Combined",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Pionier","Combined",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Pionier","Combined",176,2
"2020","Das",49,"09
13","Late","Pionier","Combined",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Pionier","Combined",176,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Apertus","Split",176,3
"2020","Acc_Percipitation",41.12,"09
13","Late","Apertus","Split",176,3
"2020","Acc_Radiation",120.9312,"09
13","Late","Apertus","Split",176,3
"2020","Das",49,"09
13","Late","Apertus","Split",176,3
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Apertus","Split",176,3
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Alves","Combined",220,2
"2020","Acc_Percipitation",68.74,"09
13","Late","Alves","Combined",220,2
"2020","Acc_Radiation",172.33056,"09
13","Late","Alves","Combined",220,2
"2020","Das",62,"09
13","Late","Alves","Combined",220,2
"2020","Acc_TQ",57.1079269083191,"09
13","Late","Alves","Combined",220,2
"2020","Acc_Temperature",260.7625,"09
13","Late","Patras","Split",176,2
"2020","Acc_Percipitation",41.12,"09
13","Late","Patras","Split",176,2
"2020","Acc_Radiation",120.9312,"09
13","Late","Patras","Split",176,2
"2020","Das",49,"09
13","Late","Patras","Split",176,2
"2020","Acc_TQ",48.2947502783717,"09
13","Late","Patras","Split",176,2
"2020","Acc_Temperature",343.895833333333,"09
13","Late","Torrild","Combined",220,2
"2020","Acc_Percipitation",68.74,"09
13","Late","Torrild","Combined",220,2
